feedback_id,member_id,consultation_id,rating,feedback_text,feedback_date
FB00406,M001887,CN000794,5,Telemedicine call quality was poor,2024-05-28
FB00407,M000266,CN001998,5,Telemedicine call quality was poor,2025-04-04
FB00408,M000762,CN004357,1,"Great experience, doctor was very attentive",2024-12-20
FB00409,M001329,CN003587,2,Average experience overall,2025-02-07
FB00410,M000321,CN005166,5,Excellent follow-up care,2024-08-27
FB00411,M001282,CN000835,5,Telemedicine call quality was poor,2024-04-12
FB00412,M000957,CN001775,4,Staff was helpful and courteous,2025-07-10
FB00413,M000323,CN000005,1,Average experience overall,2025-06-09
FB00414,M000553,CN001079,3,Average experience overall,2025-11-15
FB00415,M001454,CN000460,1,Doctor explained everything clearly,2024-03-27
FB00416,M000187,CN005686,3,Would recommend to others,2024-09-18
FB00417,M001484,CN005976,4,Would recommend to others,2025-12-02
FB00418,M001722,CN002697,2,Average experience overall,2024-09-04
FB00419,M001854,CN004926,2,Very satisfied with the consultation,2024-05-29
FB00420,M001717,CN001899,5,Would recommend to others,2024-05-08
FB00421,M002233,CN003819,5,Would recommend to others,2025-09-06
FB00422,M002437,CN004140,5,"Great experience, doctor was very attentive",2024-06-22
FB00423,M001082,CN003976,5,Staff was helpful and courteous,2024-01-06
FB00424,M001029,CN003453,1,Average experience overall,2024-01-14
FB00425,M000787,CN001480,5,Staff was helpful and courteous,2025-06-02
FB00426,M002073,CN004079,5,Very satisfied with the consultation,2024-11-26
FB00427,M001396,CN001551,5,Excellent follow-up care,2025-01-19
FB00428,M000034,CN005297,4,Staff was helpful and courteous,2025-08-10
FB00429,M002469,CN001737,2,Average experience overall,2024-05-10
FB00430,M000927,CN005123,5,Long wait time at the clinic,2024-10-05
FB00431,M000575,CN003894,5,Very satisfied with the consultation,2025-08-12
FB00432,M000150,CN001813,5,Average experience overall,2025-05-10
FB00433,M001985,CN002990,3,Telemedicine call quality was poor,2025-05-18
FB00434,M002095,CN001078,4,Average experience overall,2025-08-22
FB00435,M001505,CN004558,4,Excellent follow-up care,2024-09-01
FB00436,M001460,CN005639,5,Long wait time at the clinic,2025-04-07
FB00437,M000398,CN002151,4,Excellent follow-up care,2025-11-08
FB00438,M001907,CN000914,3,Telemedicine call quality was poor,2025-05-18
FB00439,M002135,CN005858,4,Very satisfied with the consultation,2024-06-25
FB00440,M001995,CN005683,3,Staff was helpful and courteous,2025-08-21
FB00441,M000504,CN000836,5,Doctor explained everything clearly,2025-10-31
FB00442,M000996,CN001637,3,Excellent follow-up care,2024-06-15
FB00443,M002236,CN002361,2,Doctor explained everything clearly,2024-01-31
FB00444,M001193,CN002666,5,Would recommend to others,2025-10-22
FB00445,M000895,CN003341,5,Very satisfied with the consultation,2025-06-07
FB00446,M001038,CN004286,4,Would recommend to others,2025-05-03
FB00447,M001542,CN004425,3,Would recommend to others,2025-07-11
FB00448,M000625,CN000883,4,Doctor explained everything clearly,2024-10-18
FB00449,M001598,CN003644,5,Very satisfied with the consultation,2025-10-16
FB00450,M002304,CN003935,5,Excellent follow-up care,2025-03-09
FB00451,M001564,CN000501,4,Average experience overall,2025-12-11
FB00452,M001707,CN000331,4,Doctor explained everything clearly,2025-08-01
FB00453,M001906,CN005819,5,Excellent follow-up care,2025-09-01
FB00454,M001346,CN005545,4,Very satisfied with the consultation,2025-11-28
FB00455,M000743,CN004050,4,Needs faster appointment scheduling,2024-06-15
FB00456,M000904,CN005133,5,Average experience overall,2025-10-05
FB00457,M001262,CN001838,5,Very satisfied with the consultation,2025-08-01
FB00458,M002247,CN002681,5,Long wait time at the clinic,2025-01-25
FB00459,M001749,CN002239,4,Average experience overall,2024-04-21
FB00460,M000813,CN001681,2,Would recommend to others,2025-02-05
FB00461,M000693,CN005253,3,Long wait time at the clinic,2024-08-16
FB00462,M001225,CN003225,5,Telemedicine call quality was poor,2025-05-19
FB00463,M001304,CN000783,4,Staff was helpful and courteous,2025-06-14
FB00464,M000556,CN004987,4,"Great experience, doctor was very attentive",2024-06-11
FB00465,M001095,CN003246,4,Needs faster appointment scheduling,2025-02-18
FB00466,M001093,CN005339,4,Very satisfied with the consultation,2024-08-23
FB00467,M001921,CN003948,3,Telemedicine call quality was poor,2024-03-12
FB00468,M001163,CN005391,4,Needs faster appointment scheduling,2025-07-23
FB00469,M001657,CN005390,5,Needs faster appointment scheduling,2025-03-15
FB00470,M000475,CN004217,2,Would recommend to others,2024-03-04
FB00471,M001729,CN003798,3,Telemedicine call quality was poor,2025-09-20
FB00472,M001169,CN002386,5,Doctor explained everything clearly,2025-12-03
FB00473,M000853,CN001578,4,Would recommend to others,2025-10-23
FB00474,M001946,CN005853,5,"Great experience, doctor was very attentive",2024-05-06
FB00475,M001578,CN002847,3,Average experience overall,2025-06-07
FB00476,M001400,CN005851,1,"Great experience, doctor was very attentive",2025-08-19
FB00477,M001438,CN000199,4,Very satisfied with the consultation,2024-12-23
FB00478,M000804,CN001513,5,Long wait time at the clinic,2024-04-26
FB00479,M000866,CN003603,4,Would recommend to others,2025-12-26
FB00480,M000927,CN004576,4,Doctor explained everything clearly,2025-12-22
FB00481,M000045,CN000431,5,Very satisfied with the consultation,2025-07-11
FB00482,M002266,CN002765,2,Would recommend to others,2025-05-03
FB00483,M000270,CN000817,5,Very satisfied with the consultation,2025-03-07
FB00484,M000112,CN001935,4,"Great experience, doctor was very attentive",2025-09-19
FB00485,M001892,CN001210,4,Telemedicine call quality was poor,2024-06-21
FB00486,M001113,CN001909,4,Needs faster appointment scheduling,2024-07-28
FB00487,M001450,CN003482,5,"Great experience, doctor was very attentive",2025-12-22
FB00488,M000152,CN002722,5,Would recommend to others,2025-10-03
FB00489,M000902,CN002111,2,Staff was helpful and courteous,2025-09-13
FB00490,M000303,CN002550,4,Would recommend to others,2025-03-15
FB00491,M001172,CN004388,5,Long wait time at the clinic,2024-03-02
FB00492,M002300,CN001084,2,Doctor explained everything clearly,2024-06-16
FB00493,M000944,CN002472,5,Doctor explained everything clearly,2024-03-09
FB00494,M001377,CN004723,2,Excellent follow-up care,2025-10-24
FB00495,M002047,CN001764,5,Would recommend to others,2025-03-17
FB00496,M000479,CN001415,5,"Great experience, doctor was very attentive",2025-03-06
FB00497,M000504,CN000836,4,Staff was helpful and courteous,2025-10-31
FB00498,M000996,CN005173,4,Excellent follow-up care,2025-07-01
FB00499,M002454,CN000107,2,Long wait time at the clinic,2025-06-24
FB00500,M001925,CN005510,2,"Great experience, doctor was very attentive",2025-07-13
FB00501,M001528,CN002524,5,Telemedicine call quality was poor,2024-10-22
FB00502,M002074,CN001624,2,Excellent follow-up care,2024-05-31
FB00503,M000880,CN001512,5,Excellent follow-up care,2025-12-16
FB00504,M002202,CN000159,4,Would recommend to others,2024-04-10
FB00505,M001572,CN003909,5,Would recommend to others,2025-12-27
FB00506,M001329,CN005513,5,"Great experience, doctor was very attentive",2024-07-14
FB00507,M001379,CN003964,4,Excellent follow-up care,2025-09-19
FB00508,M001688,CN001128,5,Average experience overall,2025-08-23
FB00509,M001912,CN001931,4,Would recommend to others,2024-08-14
FB00510,M000509,CN004251,5,"Great experience, doctor was very attentive",2024-02-11
FB00511,M001392,CN004433,3,Long wait time at the clinic,2025-11-29
FB00512,M001065,CN004025,4,"Great experience, doctor was very attentive",2025-06-17
FB00513,M001306,CN003213,3,Would recommend to others,2025-05-23
FB00514,M001394,CN003828,5,Excellent follow-up care,2024-10-16
FB00515,M000162,CN005252,3,Long wait time at the clinic,2024-03-28
FB00516,M001589,CN001664,3,Needs faster appointment scheduling,2025-10-30
FB00517,M001751,CN003153,4,Needs faster appointment scheduling,2025-07-29
FB00518,M000001,CN005532,4,Long wait time at the clinic,2024-02-03
FB00519,M000109,CN005991,3,Telemedicine call quality was poor,2025-09-30
FB00520,M001830,CN003161,4,Telemedicine call quality was poor,2024-05-09
FB00521,M000109,CN004084,3,Staff was helpful and courteous,2024-07-21
FB00522,M001442,CN000290,4,Doctor explained everything clearly,2024-10-28
FB00523,M000521,CN004495,4,Average experience overall,2024-02-04
FB00524,M002498,CN003211,3,Telemedicine call quality was poor,2024-04-03
FB00525,M002267,CN002058,3,Would recommend to others,2024-07-07
FB00526,M002081,CN002440,4,Average experience overall,2025-10-21
FB00527,M002457,CN000563,3,Very satisfied with the consultation,2025-05-02
FB00528,M000633,CN003800,3,Telemedicine call quality was poor,2025-02-19
FB00529,M000634,CN000081,5,Needs faster appointment scheduling,2025-05-12
FB00530,M001832,CN005044,5,Very satisfied with the consultation,2025-10-27
FB00531,M000451,CN000498,4,"Great experience, doctor was very attentive",2024-07-02
FB00532,M002356,CN003527,3,"Great experience, doctor was very attentive",2024-12-25
FB00533,M001926,CN002462,5,Telemedicine call quality was poor,2024-05-04
FB00534,M001299,CN001224,5,Staff was helpful and courteous,2024-09-12
FB00535,M000882,CN001913,4,Excellent follow-up care,2024-02-01
FB00536,M000830,CN000084,4,Doctor explained everything clearly,2024-02-17
FB00537,M001709,CN002254,5,Needs faster appointment scheduling,2024-03-20
FB00538,M000638,CN002335,3,Doctor explained everything clearly,2025-07-27
FB00539,M000530,CN002927,3,Very satisfied with the consultation,2024-07-17
FB00540,M002128,CN000463,3,Long wait time at the clinic,2024-09-22
FB00541,M002391,CN004089,1,Telemedicine call quality was poor,2025-04-19
FB00542,M002440,CN004688,2,Needs faster appointment scheduling,2024-10-28
FB00543,M000826,CN004901,4,Long wait time at the clinic,2024-09-05
FB00544,M002089,CN002098,5,Staff was helpful and courteous,2025-05-21
FB00545,M001895,CN005398,5,Average experience overall,2024-03-04
FB00546,M001721,CN003226,3,"Great experience, doctor was very attentive",2024-01-03
FB00547,M000784,CN004318,4,Long wait time at the clinic,2025-06-09
FB00548,M000418,CN000289,4,Long wait time at the clinic,2024-08-06
FB00549,M001721,CN000623,2,Telemedicine call quality was poor,2024-05-15
FB00550,M001309,CN005748,4,Excellent follow-up care,2025-09-25
FB00551,M000074,CN004165,5,"Great experience, doctor was very attentive",2025-03-30
FB00552,M001867,CN005468,5,Excellent follow-up care,2025-09-01
FB00553,M001976,CN000397,4,Very satisfied with the consultation,2024-10-16
FB00554,M000126,CN005335,2,Average experience overall,2024-06-17
FB00555,M000506,CN005217,5,Very satisfied with the consultation,2025-02-06
FB00556,M002469,CN001092,4,"Great experience, doctor was very attentive",2024-03-23
FB00557,M001873,CN005375,3,Excellent follow-up care,2025-10-20
FB00558,M001579,CN001195,5,Long wait time at the clinic,2024-06-25
FB00559,M001694,CN003242,4,Staff was helpful and courteous,2025-03-11
FB00560,M000151,CN000368,4,Would recommend to others,2024-07-26
FB00561,M001408,CN005934,4,Average experience overall,2024-01-20
FB00562,M000178,CN004704,4,"Great experience, doctor was very attentive",2025-02-25
FB00563,M000248,CN005839,4,Staff was helpful and courteous,2025-10-21
FB00564,M001083,CN003445,5,Long wait time at the clinic,2025-04-12
FB00565,M001381,CN004974,4,Staff was helpful and courteous,2024-03-10
FB00566,M002191,CN003008,3,Long wait time at the clinic,2024-10-31
FB00567,M001524,CN005538,1,Telemedicine call quality was poor,2024-02-07
FB00568,M001924,CN003769,5,Needs faster appointment scheduling,2024-11-12
FB00569,M002121,CN002709,2,Needs faster appointment scheduling,2025-02-17
FB00570,M002417,CN004501,3,Excellent follow-up care,2025-01-23
FB00571,M002049,CN004076,1,Excellent follow-up care,2025-08-31
FB00572,M000001,CN005709,4,Average experience overall,2025-03-05
FB00573,M000302,CN000100,5,"Great experience, doctor was very attentive",2025-10-19
FB00574,M000506,CN005217,2,Doctor explained everything clearly,2025-02-06
FB00575,M000323,CN002057,1,Excellent follow-up care,2025-12-27
FB00576,M000443,CN000143,4,Doctor explained everything clearly,2024-10-08
FB00577,M001565,CN004170,3,"Great experience, doctor was very attentive",2024-03-20
FB00578,M000803,CN004291,4,Average experience overall,2025-11-22
FB00579,M000561,CN003472,5,"Great experience, doctor was very attentive",2025-07-24
FB00580,M000724,CN002258,3,Needs faster appointment scheduling,2025-09-22
FB00581,M000221,CN005789,4,Staff was helpful and courteous,2024-11-10
FB00582,M000551,CN004302,5,Average experience overall,2024-04-19
FB00583,M002219,CN004633,5,Very satisfied with the consultation,2024-11-27
FB00584,M001883,CN004229,5,Staff was helpful and courteous,2024-12-22
FB00585,M001970,CN004912,5,Long wait time at the clinic,2025-07-08
FB00586,M000400,CN002432,4,"Great experience, doctor was very attentive",2024-04-10
FB00587,M000458,CN005284,5,Long wait time at the clinic,2024-05-13
FB00588,M001960,CN000492,4,Telemedicine call quality was poor,2025-10-19
FB00589,M001806,CN002940,5,Staff was helpful and courteous,2024-11-01
FB00590,M001886,CN002143,4,Long wait time at the clinic,2024-09-15
FB00591,M000797,CN002792,2,Telemedicine call quality was poor,2024-09-30
FB00592,M000056,CN003339,5,Staff was helpful and courteous,2025-06-05
FB00593,M001107,CN001625,4,Telemedicine call quality was poor,2024-10-15
FB00594,M002222,CN001881,5,Telemedicine call quality was poor,2025-05-14
FB00595,M000243,CN005736,5,Telemedicine call quality was poor,2024-09-15
FB00596,M001003,CN001162,4,Average experience overall,2024-05-24
FB00597,M000920,CN004665,4,Telemedicine call quality was poor,2024-08-27
FB00598,M000152,CN002722,2,Long wait time at the clinic,2025-10-03
FB00599,M001119,CN003310,4,Would recommend to others,2024-09-12
FB00600,M000272,CN002170,4,Long wait time at the clinic,2024-06-01
FB00601,M001108,CN000838,3,Doctor explained everything clearly,2024-08-03
FB00602,M000883,CN000525,4,Excellent follow-up care,2024-10-10
FB00603,M001887,CN002496,5,Telemedicine call quality was poor,2024-06-06
FB00604,M001712,CN004111,4,Long wait time at the clinic,2024-12-14
FB00605,M002264,CN002372,3,"Great experience, doctor was very attentive",2025-03-27
FB00606,M001389,CN003486,4,Long wait time at the clinic,2025-11-08
FB00607,M002211,CN004838,3,Telemedicine call quality was poor,2024-09-17
FB00608,M001774,CN004167,2,Long wait time at the clinic,2025-08-12
FB00609,M000352,CN001077,4,Very satisfied with the consultation,2024-08-31
FB00610,M000045,CN000417,5,Average experience overall,2025-08-10
FB00611,M002054,CN002655,5,"Great experience, doctor was very attentive",2024-09-13
FB00612,M000990,CN005725,2,Doctor explained everything clearly,2025-11-11
FB00613,M001346,CN001474,5,Staff was helpful and courteous,2024-09-16
FB00614,M000545,CN000296,3,"Great experience, doctor was very attentive",2025-07-26
FB00615,M002410,CN003675,1,"Great experience, doctor was very attentive",2025-06-29
FB00616,M002302,CN003365,3,Needs faster appointment scheduling,2024-01-21
FB00617,M000890,CN003147,2,Average experience overall,2024-06-29
FB00618,M000617,CN000841,4,Staff was helpful and courteous,2025-07-01
FB00619,M000940,CN002845,5,Doctor explained everything clearly,2024-09-11
FB00620,M001054,CN002597,5,Excellent follow-up care,2024-09-11
FB00621,M000047,CN003433,5,Doctor explained everything clearly,2024-12-26
FB00622,M001988,CN000682,3,Needs faster appointment scheduling,2025-09-30
FB00623,M002246,CN000975,5,Long wait time at the clinic,2024-10-09
FB00624,M000920,CN003575,3,Average experience overall,2024-04-26
FB00625,M002369,CN000995,5,Telemedicine call quality was poor,2025-01-23
